,level_0,index,tweetid,user,content,date,lang,sentiment
594,594,929,814648497257541632,772208884463304704,Imposible no subir de peso aquí ( Chiclayo y sus comidas ),Fri Dec 30 01:45:11 +0000 2016,es,NEU
595,595,930,814647227809406976,190051406,Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes,Fri Dec 30 01:40:09 +0000 2016,es,P
596,596,932,816063880321531905,280686132,@ConsejodePata lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,Mon Jan 02 23:29:25 +0000 2017,es,N
597,597,933,815986554472697856,3174532732,Que vuelvan peluchin y gigi urgente,Mon Jan 02 18:22:09 +0000 2017,es,NEU
598,598,934,815985323020812288,91935565,1er día del 2017 entrenando... Este horario es de ptm lamentablmente sólo es una ilusión #bodytech,Mon Jan 02 18:17:15 +0000 2017,es,NEU
599,599,935,816037303550361600,2536452609,Hize mal en bañarme tarde.... #VideoMTV2016 @AbrahamMateoMus pero asi enfermita y todo siempre apoyandotee¡¡¡ *emoji enamorado* jiji,Mon Jan 02 21:43:49 +0000 2017,es,NEU
600,600,937,815940137091792896,2518606071,"@_josejones recién me levanto, es un día muy bonito sin sol",Mon Jan 02 15:17:42 +0000 2017,es,P
601,601,939,816003645019947009,37931982,@AlissonAyala que lindo saberte. Un abrazote! Feluz 2017,Mon Jan 02 19:30:04 +0000 2017,es,P
602,602,940,814560685963247620,131080956,"@marialeege en inter encuentras de todas las formas, pon piscinas empotradas u enterradas y ya está",Thu Dec 29 19:56:15 +0000 2016,es,P
603,603,941,814342472952320000,481395812,Mi hermano está templadaso y se me hace tan lindo,Thu Dec 29 05:29:09 +0000 2016,es,P
604,604,944,814269981961633792,1957700466,"@Debbiesape Falta que te acostumbres más seguro p, salir de día es un suicidio",Thu Dec 29 00:41:06 +0000 2016,es,N
605,605,945,814579029319811072,367452499,"@IkebanaBlossom Yo, he probado con pisco, y buenazo tmb, ah.",Thu Dec 29 21:09:09 +0000 2016,es,P
606,606,948,814375287383293953,131080956,"Se vieneeeeela lluviaaaaa, es hora de ir a casa y yo que quería más chilcanos",Thu Dec 29 07:39:33 +0000 2016,es,NEU
607,607,950,815273007971180547,91035261,No es posible que justo hoy me sienta enferma.,Sat Dec 31 19:06:46 +0000 2016,es,N
608,608,951,815353683932221440,632574590,"Estoy seguro de que todo va a salir bien, suerte viejita",Sun Jan 01 00:27:21 +0000 2017,es,P
609,609,953,815307271609708544,421615788,Me muero de sueño. Es demasiado tiempo sentada,Sat Dec 31 21:22:55 +0000 2016,es,N
610,610,954,815258091952467968,160162379,"Hago un favor y me reclaman y quejan, clásico",Sat Dec 31 18:07:30 +0000 2016,es,N
611,611,955,814958162994401280,163252756,Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.,Fri Dec 30 22:15:41 +0000 2016,es,P
612,612,956,814940799897051138,160162379,"Somos los únicos webones que siguen trabajando, ya todos se fueron",Fri Dec 30 21:06:42 +0000 2016,es,N
613,613,957,814919192235405312,48575182,Aun en la oficina...que triste mi vida,Fri Dec 30 19:40:50 +0000 2016,es,N
614,614,959,814929474974351368,373421428,"Como cuando te sientes fea, gorda y sin plata",Fri Dec 30 20:21:42 +0000 2016,es,N
615,615,961,814641858378919937,3025722299,@5nfidente No. Era sad y soy bien marica con esas cosas.,Fri Dec 30 01:18:49 +0000 2016,es,N
616,616,963,814717434737360896,357340230,"No puedo dormir, lo malo de dormir Por la tarde",Fri Dec 30 06:19:07 +0000 2016,es,N
617,617,964,814630071063429121,123739691,@DaMimster es una de las cosas más lindas que te enseña la vida,Fri Dec 30 00:31:58 +0000 2016,es,P
618,618,965,814635108657463304,998039726,Él es un claro ejemplo de pendejo.,Fri Dec 30 00:51:59 +0000 2016,es,N
619,619,967,815581215046520832,53311422,"@rojozapatito despídete de todos, deséales feliz año y bye bye",Sun Jan 01 15:31:29 +0000 2017,es,NEU
620,620,970,815648933401792512,2209356895,@Aldocejota Ese es el mejor chiste de año nuevo,Sun Jan 01 20:00:34 +0000 2017,es,P
621,621,971,815502023961509888,2817586281,@AdrianaR5_ yo también pensé lo mismo gracias a Dios siguen juntos,Sun Jan 01 10:16:48 +0000 2017,es,P
622,622,975,813715684312154116,770853570,El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos,Tue Dec 27 11:58:31 +0000 2016,es,N
623,623,976,813765583951069185,146516044,me llevo bien con los ex de @_adrianaquevedo jaja hasta jugamos pichangas @CombinadoPTV #yosupereamiex,Tue Dec 27 15:16:48 +0000 2016,es,NEU
624,624,977,813790081676775424,76040253,Tuve un sueño muy muy lindo y hoy ando con todas las ganas,Tue Dec 27 16:54:09 +0000 2016,es,P
625,625,978,813760561028567041,51811442,"@Monilict nada peor que tu stalker sea tu colega. Orden de restricción, nomás",Tue Dec 27 14:56:51 +0000 2016,es,N
626,626,979,817738385754308612,367452499,"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda.",Sat Jan 07 14:23:18 +0000 2017,es,N
627,627,981,817766937555939328,528054096,Me sancocho csm si las van tendrían ventana todo seria mejor,Sat Jan 07 16:16:45 +0000 2017,es,N
628,628,983,817786219560058880,1128868230,"Ahora sí conejito, llámala y mándala a la mierda de mi parte",Sat Jan 07 17:33:23 +0000 2017,es,N
629,629,984,817831689548341248,3259411072,Lo bueno de la vida es que te hace coincidir con personas realmente increíbles,Sat Jan 07 20:34:04 +0000 2017,es,P
630,630,985,817862303060295685,697240229590278144,@Zick eres el mejor porfavor saludame en un video de plantas vs zombies heroes porfi,Sat Jan 07 22:35:42 +0000 2017,es,P
631,631,986,816999997220802560,7063882,Sacaron Gilda de cartelera Odio la cartelera peruana.,Thu Jan 05 13:29:13 +0000 2017,es,N
632,632,988,817071405040865281,92863147,"Mal momento para tomar café caliente, no dejo de sudar, coño",Thu Jan 05 18:12:58 +0000 2017,es,N
633,633,990,816123575358865408,187742131,Los veo muy felices???? Ya sepesaron? #LaVidaEsCruel,Tue Jan 03 03:26:37 +0000 2017,es,NEU
634,634,991,816399878284869632,3117225159,Y si vieras todas las heridas internas quizás entonces me entiendas,Tue Jan 03 21:44:33 +0000 2017,es,NEU
635,635,994,817190596074938369,145067936,no puedo dejar de escuchar wham! alguien ayúdeme,Fri Jan 06 02:06:35 +0000 2017,es,NEU
636,636,995,818145435516813312,227902682,"@Madame36 Martita mi pueblo es impredecible, coma sopa seca con carapulcra",Sun Jan 08 17:20:46 +0000 2017,es,NEU
637,637,996,817810105383157760,125469906,@discolocontilde tanto así? en claro no hay cobertura por mi casa,Sat Jan 07 19:08:17 +0000 2017,es,N
638,638,997,818130147366813696,105705498,"Terminarán odiándome, como casi todos los padres que me conocen",Sun Jan 08 16:20:01 +0000 2017,es,N
639,0,1,769802080701648896,2774677761,"@DexterAOM por eso es que se dice lo del final, yo opino igual que usted, tampoco es q sea el final más malo de la historia es regular",Sun Aug 28 07:41:32 +0000 2016,es,NEU
640,1,2,772550560998301697,60878511,"@robertobrenes Bueno, no es tanto lo mayor como cuánto de campo sea usted. Sos cartaguito en cada aspecto de tu vida, por lo visto.",Sun Sep 04 21:43:01 +0000 2016,es,N
641,2,3,772264329433509888,373097882,"@doriamdiaz El de Halfon de Germinal se ve mortal. Y los de Mary Jo Bang se fueron volando, pero todavía quedan. En Duluoz hay de Salcedo",Sun Sep 04 02:45:38 +0000 2016,es,P
642,3,5,773525753082187776,763016797,"El amor es paciente, es bondadoso, no es envidioso ni orgulloso, no es egoísta, no guarda rencor. 1 Corintios 13:4-5 Buen día a todos",Wed Sep 07 14:18:05 +0000 2016,es,P
643,4,6,774595982600253441,1411112113,"El amanecer respirando o2 puro, es más que un regalo... más si es a las 6:00 am frente al mar... preparando la mente con meditación.",Sat Sep 10 13:10:48 +0000 2016,es,P
644,5,7,774723515995914240,353322123,Acabo de ver una chamaca con un piercing de mota en el ombligo. Lo peor es que tiene cara de que lo que fuma es jamón,Sat Sep 10 21:37:34 +0000 2016,es,N
645,6,8,768874738089275393,627838882,El sábado se casa Adriel y eso me hace sentir super vieja maee cuando ibamos a pueblo viejo x olafos saliamos fuck off y yo era la niñera,Thu Aug 25 18:16:37 +0000 2016,es,NEU
646,7,9,767564596177666048,90973470,"@ferrg25 igual uno ya está en el baúl de los recuerdos jajaja y bueno pero no, no conozco a otra solo vi el tweet y me dio gracia",Mon Aug 22 03:30:35 +0000 2016,es,NEU
647,8,12,757258941210382340,408201040,"""Mae mañana llego a las 10, cuidado te quedas dormida porque a las 10 estoy ahí"" -Liena, se quedó dormida y no ha llegado.",Sun Jul 24 16:59:35 +0000 2016,es,N
648,9,13,756650097102893056,2774677761,"@rociomoram29 que mal y por eso es que están jugando, yo creo q los jugadores viejos o de la casa deberían tener prioridad pero bueno...",Sat Jul 23 00:40:15 +0000 2016,es,N
649,10,14,756618178650923008,712435253273432064,Parce yo estoy igual @PaisaVlogs,Fri Jul 22 22:33:25 +0000 2016,es,NEU
650,11,15,756700943043928064,105199059,Gracias a Dios cerrando con broche de oro! Dios siempre dando lo mejor a sus Hijos esta semana fue mucho mejor que la pasada! #thnksGod,Sat Jul 23 04:02:18 +0000 2016,es,P
651,12,16,757793484468211713,221930699,"@KristelS18 Acá tengo pero ugh, la canela no me gusta mucho es que es que me cae pesado, pero se me quitará.. Gracias Kris.",Tue Jul 26 04:23:40 +0000 2016,es,N
652,13,17,755759178006745089,325304503,@26Manudo @ldacr yo que lo he visto como 10 veces y me lo sé de memoria jejeje lo siento muy emotivo. Ojalá lo vean y lo vean,Wed Jul 20 13:40:04 +0000 2016,es,P
653,14,18,775919409596538881,184488311,"Si mañana no entra metales, voy a sentir muy mal a la profe hasta que diga que va a revisar suave y sí pasaría, la profe es toda cosi",Wed Sep 14 04:49:37 +0000 2016,es,P
654,15,20,759198767451025408,69747215,@AnaVM @Katagelon fijo está demasiado hermoso,Sat Jul 30 01:27:46 +0000 2016,es,P
655,16,21,760357231913119744,2440055535,"Viendo Looking, Queers as Folk y así, me doy cuenta que nunca he tenido un grupo de mejores amigos gays. ¿alguien me adopta?",Tue Aug 02 06:11:05 +0000 2016,es,P
656,17,22,760353716826353664,3164539490,"@WillyrexYT y repito: lo siento por no haberte hecho nada hay un gran evento en mi país (La Romería) y no he tenido tiempo, apenas pueda",Tue Aug 02 05:57:07 +0000 2016,es,NEU
657,18,23,760177672525783040,1191797700,Recuerdo cuando le escribía a mi hermana @Andreagraseq79 para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana,Mon Aug 01 18:17:35 +0000 2016,es,P
658,19,24,760585615532437506,2774677761,"Hoy inicia la concachampions 2016-2017 pero realmente no importa porque no esta la @ldacr, en todo caso la voy a seguir porque si",Tue Aug 02 21:18:36 +0000 2016,es,N
659,20,25,760090117587476480,1191797700,"Buenos días. Inicio de mes. A darlo todo, aunque sea ""más o menos bueno en algo"". Feliz inicio de semana",Mon Aug 01 12:29:40 +0000 2016,es,P
660,21,26,759229676669792257,438910231,"Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien",Sat Jul 30 03:30:35 +0000 2016,es,N
661,22,27,760756300007477248,2824997388,"Lo termine a las 2 am hora Costa Rica, porque se me hizo súper adictivo. Me gusto pero no me encanto #LCshinyforflowers",Wed Aug 03 08:36:50 +0000 2016,es,P
662,23,28,762833657526497281,23546489,"@byCoba con agua, hielo regularmente para que se mantenga fresca y un poquito de azúcar a la semana, me han durado hasta más de 1 mes.",Tue Aug 09 02:11:31 +0000 2016,es,P
663,24,29,763042513913544705,90932581,Nos encanta hacerte feliz @rubndu,Tue Aug 09 16:01:26 +0000 2016,es,P
664,25,30,764523142995783680,2774677761,@miguesl21 en estas épocas no hay que decirle no a ningún trofeo y es conmemorativo para todos los equipos que ganen en la jornada,Sat Aug 13 18:04:56 +0000 2016,es,NEU
665,26,31,762980998762012672,270376299,Y las emergencias? La gente que necesita ir a hospitales? Los que esperan cita desde hace años? Ahhh no! Yo apoyo el paro nacional jijis,Tue Aug 09 11:57:00 +0000 2016,es,N
666,27,32,765284549127442436,3276105882,No voy a poder ver a mi mamá el día de la madre. Por un hijo de la grandísima puta. Bien,Mon Aug 15 20:30:29 +0000 2016,es,N
667,28,33,755605155450531840,3877070472,@lenaychantelle #lelePREGUNTA La cancion de Drive for Miles (Mi Favorita) en que persona fue inspirada Saludos te quiero bye,Wed Jul 20 03:28:02 +0000 2016,es,P
668,29,35,755234728156864512,187024045,"Hoy están participando muchas más mujeres, lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja",Tue Jul 19 02:56:05 +0000 2016,es,P
669,30,36,758395896094752768,104178963,"@me_aburris Sí he visto q los motociclistas andan especialmente violentos. Le pegan a los carros, los patean, le gritan a la gente y esto",Wed Jul 27 20:17:26 +0000 2016,es,N
670,31,37,755966460355235840,120940293,"Lo bueno es que voy para Talamanca y Cahuita en una gira, lo malo es que es el finde antes del examen de analítica",Thu Jul 21 03:23:43 +0000 2016,es,NEU
671,32,38,758451150349664256,754852950598676480,"Mmm no quiero hacer spoiler pero hoy va a ver algo nuevo en el canal,lo podras ver en el nuevo video que subire en unas horas",Wed Jul 27 23:57:00 +0000 2016,es,NEU
672,33,39,766391854149623809,63517743,"@hugozap quizá para profesionales no sea mucho,pero hay no remunerados principalmente femenino para quienes es un sueño, pasa en mi país",Thu Aug 18 21:50:31 +0000 2016,es,N
673,34,40,767053112007733248,1115644706,X:¿Qué perfume usas? Yo: Victoria's Secret X: Ah yo uso uno de Pink que es más caro que ese!,Sat Aug 20 17:38:07 +0000 2016,es,N
674,35,41,766460456634425344,1370692800,"Hay gente aficionada al fútbol, hay fanáticos, hay envenenados, y hay otros hijueeeeputas necios! Igual que todo en la vida",Fri Aug 19 02:23:07 +0000 2016,es,N
675,36,43,767154504647139328,221930699,"@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",Sun Aug 21 00:21:01 +0000 2016,es,N
676,37,44,762419931371622400,4282950194,Delicioso @ San Rafael Ezcazu,Sun Aug 07 22:47:31 +0000 2016,es,P
677,38,45,761736672400683008,22582423,@Dereck0594 yo tmbn me tienes abandonadisimo,Sat Aug 06 01:32:29 +0000 2016,es,N
678,39,46,761938992849838081,105199059,"@KhaMoreno hahahaha no lo había visto! Pero ojo, me desperté a las 8 y estoy tratando de dormir no puede ser q ste despierto aún",Sat Aug 06 14:56:26 +0000 2016,es,NEU
679,40,47,761195957903953920,69747215,"@AnaVM llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...",Thu Aug 04 13:43:53 +0000 2016,es,P
680,41,48,762115048969940992,718604377376694273,"Me da risa que me digan ""Si es tan amable"" porque no, no soy ""tan amable"", pero diay, que queda.",Sun Aug 07 02:36:01 +0000 2016,es,NEU
681,42,50,760726897819017216,392538579,"@CotoLau @AndreCorts yo también tuve los libros de AMP y no me convecieron :/, yo pasé los exámenes pero gracias a los exámenes viejos",Wed Aug 03 06:40:00 +0000 2016,es,NEU
682,43,52,762534291255414784,157193863,"@Starbucks_cr Hola, quería agradecer al personal del Starbucks de La Sabana por guardar mi cartera olvidada Son los mejores, saludos",Mon Aug 08 06:21:56 +0000 2016,es,P
683,44,53,761372585900638208,69747215,"@Danileivacr buenísimo!! Yo mañana voy a clase de 6 de la tarde que es yoga Dance, es como yoga pero aeróbico",Fri Aug 05 01:25:44 +0000 2016,es,P
684,45,54,777291543321260032,1708963986,"Ya no estoy para andarle sacando conversación a alguien, si la vara fluye bueno, y sino va pa' la mierda.",Sat Sep 17 23:41:59 +0000 2016,es,N
685,46,55,777637901777514497,537526167,Me cago en la puta,Sun Sep 18 22:38:18 +0000 2016,es,N
686,47,56,779085697554579456,1210658521,@malarodriguez saludos desde Costa Rica mala...ya q siempre te escribo y nunca me respondes Igual nunca me canso de escucharte.. Besos,Thu Sep 22 22:31:19 +0000 2016,es,NEU
687,48,57,778795757985865730,131203727,@SanzZeriTica El Chavo no estaba triste,Thu Sep 22 03:19:12 +0000 2016,es,P
688,49,58,778788982758842368,4693018747,"Cuando estoy sola,me gusta escuchar los discos de Linkin Park o en cualquier momento,pero mas cuando estoy sola... :v",Thu Sep 22 02:52:17 +0000 2016,es,P
689,50,59,779475155022123008,409492225,@Varce_c que triste es la realidad,Sat Sep 24 00:18:53 +0000 2016,es,N
690,51,60,779505704000364544,713600676,"@Calikhaug @PilarAcuna Muy bueno Chiquilla: No hay que tirar piedras al techo del vecino si el tuyo es de cristal. Feliz Noche, Pili.",Sat Sep 24 02:20:17 +0000 2016,es,P
691,52,61,778686044405321728,761015519646363648,Nada más bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmón,Wed Sep 21 20:03:14 +0000 2016,es,N
692,53,62,777260686258819072,37989014,@atrejoscr se ve fea en general,Sat Sep 17 21:39:23 +0000 2016,es,N
693,54,63,778387007831552000,50489263,"@GaboJimenex jajaja. Yo me pegué el susto de la vida, y luego la espera por meterlo al taller de iCon. Pero ya está vivo.",Wed Sep 21 00:14:59 +0000 2016,es,NEU
694,55,64,778399423256592384,69747215,"@dimar1712 tan linda Diana, muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo, cuesta un montón yo te apoyo desde acá!",Wed Sep 21 01:04:19 +0000 2016,es,NEU
695,56,65,778399123007569920,108429729,"@GrupoPandora y son 30...30 años de acompañarnos,30 es mi edad y he crecido de la mano con ustedes MIL GRACIAS, atte: Ale",Wed Sep 21 01:03:07 +0000 2016,es,P
696,57,66,779322857750827008,14628107,@AleeSeke ooops cierto. Me mata @raqueabr02,Fri Sep 23 14:13:43 +0000 2016,es,N
697,58,67,779181319024619520,185029933,Nota Personal: No ver videos de noche sobre youtubers comiendo no ver videos de noche sobre youtubers comiendo no ver videos de noche,Fri Sep 23 04:51:17 +0000 2016,es,N
698,59,68,779173176357982208,179764543,"Cosas q debemos usar para simplificar nuestra vida: el cerebro, sentido común, una sonrisa y eliminar a quién no nos interesa. Simple",Fri Sep 23 04:18:56 +0000 2016,es,P
699,60,69,779183326301155328,109712748,@titabobra el viaje de ida fue largo y el bus incomodón. La vuelta en la Peri estuvo muy bien. Y con internet gratis por 20 minutos!,Fri Sep 23 04:59:16 +0000 2016,es,NEU
700,61,70,779167291774685184,66905516,"UNAM, mil gracias por todo, te prometo en los siguientes 3 años titularme, aunque me haya costado 13 llegar hasta donde estoy hoy",Fri Sep 23 03:55:33 +0000 2016,es,P
701,62,71,783372962971971585,108429729,"rajado, cuando pasan 16 años te das cuenta que unas cosas cambian si..otras se mantienen para dar tranquilidad en los dias libres",Tue Oct 04 18:27:23 +0000 2016,es,NEU
702,63,73,784013195321061376,138940047,"@jkriptos @lmongeb Jajajajajajaja! No, soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.",Thu Oct 06 12:51:26 +0000 2016,es,P
703,64,75,784856579795513344,109712748,"@rafa514x será que un ""entreno"" es un entrenamiento ""artesanal""? Digo, como ahora todo es ""artesanal""...",Sat Oct 08 20:42:45 +0000 2016,es,N
704,65,76,784796015702441984,104178963,@ushcala Esa es otra buena idea. Aunque la dinámica de él a sus 9 y la mía esa misma edad es muy distinta.,Sat Oct 08 16:42:05 +0000 2016,es,P
705,66,77,784254527365013504,463200546,"La vara es que ya tengo como 3 quiz, una eición, dos exámenes, un ensayo, y lo peor es que mis vacaciones ya casi acaban",Fri Oct 07 04:50:24 +0000 2016,es,N
706,67,78,785140294119485440,3395133927,"@xylefTheBarber de comics y de humor negro no y estaré tiempo fuera de youtube, si logro volver es con una idea diferente y cool",Sun Oct 09 15:30:07 +0000 2016,es,NEU
707,68,79,785015004647030784,3395133927,@D4rkusPl4y ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda,Sun Oct 09 07:12:16 +0000 2016,es,N
708,69,80,780613787376242703,736719201314836481,@andreareyes6767 hola odiosa me hace falta,Tue Sep 27 03:43:24 +0000 2016,es,N
709,70,83,779562872791851008,736719201314836481,Me siento triste y solo,Sat Sep 24 06:07:27 +0000 2016,es,N
710,71,85,781301714188054528,50489263,"@sancarlena77 JAJAJA. Por cierto, hasta ahorita me percato del username. Y yo preguntando dónde vive. Soy un imbécil. Perdón.",Thu Sep 29 01:16:59 +0000 2016,es,N
711,72,86,779569425573818369,3301765338,"Fijo a esa mae algún famoso le dijo algo, entonces por eso se cree la mas rica y solicitada del puerto, es mi opinión",Sat Sep 24 06:33:29 +0000 2016,es,NEU
712,73,87,780895754730676224,214714529,No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,Tue Sep 27 22:23:50 +0000 2016,es,N
713,74,88,779921033184903168,256561076,@diegodelagos Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...,Sun Sep 25 05:50:39 +0000 2016,es,NEU
714,75,89,780481040225796097,948558000,Bienvenida a los juegos mentales,Mon Sep 26 18:55:55 +0000 2016,es,P
715,76,90,779685439451992064,590647530,Quiero cambiar de posición el cuarto pero soy tan indecisa que si después no me gusta me voy a sentir mal por una semana,Sat Sep 24 14:14:29 +0000 2016,es,N
716,77,91,779695637948272640,118937268,@WancitoCubero horrible muy buena pero devastadora,Sat Sep 24 14:55:00 +0000 2016,es,NEU
717,78,92,779693903645593600,118937268,"No son ni las 9am y aquí estoy a moco tendido, llorando con una pelicula con Cameron Díaz que se le muere la hija",Sat Sep 24 14:48:07 +0000 2016,es,N
718,79,93,780014158708215808,116547951,"Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors",Sun Sep 25 12:00:42 +0000 2016,es,N
719,80,94,777721329344655360,161567591,@tatisalvaradop Mañana si me duermo en la oficina le cuento para que se sienta culpable *busca el cofal y las pantuflas* Bonita noche,Mon Sep 19 04:09:48 +0000 2016,es,NEU
720,81,96,783043022220951552,2869395974,Que cargados de odio están tengan se escuchen música abracen salgan de vez en cuando con los suyos y vera como se le quita,Mon Oct 03 20:36:19 +0000 2016,es,N
721,82,97,782363108945920000,90819048,@FilarmonicaCR ¡Gracias! P.D. Sigan adelante con sus maravillosos trabajos. Quizá algún día un tributo a Soda Stereo jeje,Sat Oct 01 23:34:35 +0000 2016,es,P
722,83,100,782939496413212672,161567591,"Mi consejo de hoy es: Si quieres que esa persona tan especial para ti nunca te olvide, pídele dinero prestado y nunca se lo pagues",Mon Oct 03 13:44:56 +0000 2016,es,NEU
723,84,101,782803573864148992,736719201314836481,"Soy la peor basura del mundo porque, justo hoy Andrea tenía que verme con otra mujer, que mal me sentí.",Mon Oct 03 04:44:50 +0000 2016,es,N
724,85,102,782579699125932032,19854898,Me acosté súper tarde ayer (para mis horarios normales) y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas,Sun Oct 02 13:55:14 +0000 2016,es,N
725,86,103,781367360418553856,415261324,"Lo mejor que puedo hacer hoy es dormir porque estoy a punto de llorar, no fue mi día en serio.",Thu Sep 29 05:37:50 +0000 2016,es,N
726,87,104,775421246758539266,78735781,@uiGitsu siempre se aprende algo nuevo,Mon Sep 12 19:50:06 +0000 2016,es,P
727,88,105,775418253942267904,101928367,¿Será normal este odio-amor con mi hermana? Ni siquiera me respeta Me mandó a lavarme el culo al río lagarto.,Mon Sep 12 19:38:12 +0000 2016,es,N
728,89,106,775331950290542594,763016797,"Por la mañana hazme saber de tu gran amor, porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos",Mon Sep 12 13:55:16 +0000 2016,es,P
729,90,107,775389008545325059,228287652,Bonito cuando pasan a fumigar,Mon Sep 12 17:42:00 +0000 2016,es,N
730,91,108,776434082154582016,299901787,Ya está listo el puente peatonal por mi casa...ya no tendré que dejar de jugarme la vida cuando voy al auto o al cajero,Thu Sep 15 14:54:45 +0000 2016,es,P
731,92,109,776158675476090880,1055839520,@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani,Wed Sep 14 20:40:23 +0000 2016,es,P
732,93,110,776807812076703744,1740507876,Que rico que es dormir,Fri Sep 16 15:39:49 +0000 2016,es,P
733,94,111,776197117253607424,358137563,"@H_E_Y ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",Wed Sep 14 23:13:08 +0000 2016,es,NEU
734,95,112,775584603893411840,590647530,Yo le escribo a la gente a la hora que sea porque mi ansiedad no me permite esperar a una hora prudente,Tue Sep 13 06:39:13 +0000 2016,es,N
735,96,113,776589176934281216,761015519646363648,"Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí, zad.",Fri Sep 16 01:11:02 +0000 2016,es,N
736,97,114,776614618269573120,101928367,"@Frimiralles que delicia, si estuviera más cerca fijo le llego con el tupper. Pero 200 km me separan de su pozol",Fri Sep 16 02:52:08 +0000 2016,es,P
737,98,115,778291153074401280,559938616,"Esta ceniza me tiene mala ya. Ando con alegría y me arden los ojos, no puedo usar lentes de contacto.",Tue Sep 20 17:54:05 +0000 2016,es,N
738,99,116,786728406633156608,1315605374,"Mañana tengo examen de química e inglés, y aquí estoy acostada, con el celular, conciente de que no se ni que temas me entran",Fri Oct 14 00:40:43 +0000 2016,es,N
739,100,118,788735032336592896,1276685917,Buenos días @luisguillermosr. Hace una hora y media salí de Cartago y apenas estoy en Zapote. La gasolina está cara y con presas no rinde,Wed Oct 19 13:34:20 +0000 2016,es,N
740,101,120,787738825552334849,935563765,"Entre lo positivo, está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería",Sun Oct 16 19:35:46 +0000 2016,es,NEU
741,102,121,787499227681140736,137067751,"Aunque el día no empezó de la mejor manera, queda en uno decidir que tipo de día se quiere vivir.",Sun Oct 16 03:43:41 +0000 2016,es,NEU
742,103,122,788962460552179712,97552663,Pues que estoy hablando y en eso me sale el lado ñoño que esta dentro de mi todo mal yo hablando de trastornos de personalidad!,Thu Oct 20 04:38:03 +0000 2016,es,N
743,104,125,788458345686568960,67230973,"@Saramallow los mismso problemas que tenía del otro lado, solo que solo iba un día a la oficina y mi vida era una ilusión",Tue Oct 18 19:14:53 +0000 2016,es,N
744,105,126,789234056374263808,208088216,Que ahuevado el accidente en Cinchona..,Thu Oct 20 22:37:16 +0000 2016,es,N
745,106,128,793835901860229122,881498395,mañana hay entrega de trabajo final y yo aquí muy zen desayunando en paz sin tener ni media página escrita... ni las fuentes,Wed Nov 02 15:23:22 +0000 2016,es,NEU
746,107,129,793956806515113984,37989014,Nos salvamos dos Jonas siempre me vende una sonrisa por 250colones (que siempre es lo único que le falta),Wed Nov 02 23:23:48 +0000 2016,es,P
747,108,130,793498295951826944,294078225,@luisangelzr fijo tenia un amante bandido esperándola #AsiSon,Tue Nov 01 17:01:50 +0000 2016,es,N
748,109,131,793575747201798144,37989014,@dankenzon imagínate! Si cuando uno saluda a alguien que está saludando al de atrás se siente feo.. me da miedo ajeno,Tue Nov 01 22:09:36 +0000 2016,es,N
749,110,132,793494544780328960,3250100911,"Días como hoy agradezco no tener carro. Andar con el hígado hinchado por saber esos marchamos, mejor ando en Uber jaja",Tue Nov 01 16:46:56 +0000 2016,es,P
750,111,133,795459127657041920,1170617862,@rogofer1303 voy a ir con un árbol de Navidad en la camisa a taller solo para arruinar su día,Mon Nov 07 02:53:29 +0000 2016,es,N
751,112,134,795301082805260288,161567591,"Siempre que veo pasar deprisa a una ambulancia de soporte avanzado, se me hace un nudo en la garganta y me vienen malos recuerdos",Sun Nov 06 16:25:28 +0000 2016,es,N
